commento,valutazione,tossicita,tipo_tossicita,age_group,gender,utente_id,comment_cleaned,emoji_set,emoji_count,parole_maiusc,pos_tag,nrc_affect_dict,nrc_raw_scores,nrc_top_emotions,nrc_affect_frequencies,comm_polarita,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,comment_tokenized,comment_tok=2,comment_tok=3,comment_lemmatized,VAD_valence,VAD_arousal,VAD_dominance
Death to capitalism,A little violent,1,4,2,1,58,death capitalism,set(),0,[],"[('death', 'NN'), ('capitalism', 'NN')]","{'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('surprise', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('disgust', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.14285714285714285}",0.0,20.590000000000007,14.895000000000003,13.504438500000004,-48.994999999999976,20.8,52.0,8.477225575051662,1.0,7.9942,"['death', 'capitalism']","[('death', 'capitalism')]",[],"['death', 'capitalism']",-0.521,0.406,0.3199999999999999
"Eww, refer to me as a disgusting subhuman Celt again and I'll blood eagle your mother.",A little violent,1,4,2,1,59,eww refer disgusting subhuman celt blood eagle mother,set(),0,[],"[('eww', 'NN'), ('refer', 'NN'), ('disgusting', 'VBG'), ('subhuman', 'JJ'), ('celt', 'NN'), ('blood', 'NN'), ('eagle', 'NN'), ('mother', 'NN')]","{'disgusting': ['anger', 'disgust', 'fear', 'negative'], 'eagle': ['trust'], 'mother': ['anticipation', 'joy', 'negative', 'positive', 'sadness', 'trust']}","{'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 2, 'trust': 2, 'anticipation': 1, 'joy': 1, 'positive': 1, 'sadness': 1}","[('trust', 0.18181818181818182), ('negative', 0.18181818181818182)]","{'fear': 0.09090909090909091, 'anger': 0.09090909090909091, 'anticip': 0.0, 'trust': 0.18181818181818182, 'surprise': 0.0, 'positive': 0.09090909090909091, 'negative': 0.18181818181818182, 'sadness': 0.09090909090909091, 'disgust': 0.09090909090909091, 'joy': 0.09090909090909091, 'anticipation': 0.09090909090909091}",-1.0,8.180000000000003,9.6525,14.309929250000009,50.66500000000003,13.2,33.0,10.745966692414834,2.0,10.26555,"['eww', 'refer', 'disgusting', 'subhuman', 'celt', 'blood', 'eagle', 'mother']","[('eww', 'refer'), ('refer', 'disgusting'), ('disgusting', 'subhuman'), ('subhuman', 'celt'), ('celt', 'blood'), ('blood', 'eagle'), ('eagle', 'mother')]","[('eww', 'refer', 'disgusting'), ('refer', 'disgusting', 'subhuman'), ('disgusting', 'subhuman', 'celt'), ('subhuman', 'celt', 'blood'), ('celt', 'blood', 'eagle'), ('blood', 'eagle', 'mother')]","['eww', 'refer', 'disgust', 'subhuman', 'celt', 'blood', 'eagle', 'mother']",-0.2363333333333332,0.0393333333333333,0.0973333333333333
Because people are stupid and those stupid people get shot,A little violent,1,4,1,1,63,people stupid stupid people get shot,set(),0,[],"[('people', 'NNS'), ('stupid', 'JJ'), ('stupid', 'JJ'), ('people', 'NNS'), ('get', 'VBP'), ('shot', 'JJ')]","{'stupid': ['negative'], 'shot': ['anger', 'fear', 'negative', 'sadness', 'surprise']}","{'negative': 3, 'anger': 1, 'fear': 1, 'sadness': 1, 'surprise': 1}","[('negative', 0.42857142857142855)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.42857142857142855, 'sadness': 0.14285714285714285, 'disgust': 0.0, 'joy': 0.0}",-0.7999999999999999,2.4833333333333343,5.905000000000001,9.647212833333338,87.94500000000002,2.4000000000000004,6.0,3.0,0.0,5.560933333333333,"['people', 'stupid', 'stupid', 'people', 'get', 'shot']","[('people', 'stupid'), ('stupid', 'stupid'), ('stupid', 'people'), ('people', 'get'), ('get', 'shot')]","[('people', 'stupid', 'stupid'), ('stupid', 'stupid', 'people'), ('stupid', 'people', 'get'), ('people', 'get', 'shot')]","['people', 'stupid', 'stupid', 'people', 'get', 'shoot']",-0.1895,0.127,-0.0319999999999999
I hope you go too hell and get your tortured for all eternity and as you ask why satan shows you this comment,A little violent,1,4,1,0,64,hope go hell get tortured eternity ask satan shows comment,set(),0,[],"[('hope', 'NN'), ('go', 'VBP'), ('hell', 'NN'), ('get', 'NN'), ('tortured', 'VBN'), ('eternity', 'NN'), ('ask', 'NN'), ('satan', 'NN'), ('shows', 'VBZ'), ('comment', 'NN')]","{'hope': ['anticipation', 'joy', 'positive', 'surprise', 'trust'], 'hell': ['anger', 'disgust', 'fear', 'negative', 'sadness']}","{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1, 'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1}","[('fear', 0.1), ('anger', 0.1), ('trust', 0.1), ('surprise', 0.1), ('positive', 0.1), ('negative', 0.1), ('sadness', 0.1), ('disgust', 0.1), ('joy', 0.1), ('anticipation', 0.1)]","{'fear': 0.1, 'anger': 0.1, 'anticip': 0.0, 'trust': 0.1, 'surprise': 0.1, 'positive': 0.1, 'negative': 0.1, 'sadness': 0.1, 'disgust': 0.1, 'joy': 0.1, 'anticipation': 0.1}",0.0,8.370000000000001,6.649000000000001,10.051737900000004,52.865000000000016,12.0,40.0,10.745966692414834,3.0,8.391,"['hope', 'go', 'hell', 'get', 'tortured', 'eternity', 'ask', 'satan', 'shows', 'comment']","[('hope', 'go'), ('go', 'hell'), ('hell', 'get'), ('get', 'tortured'), ('tortured', 'eternity'), ('eternity', 'ask'), ('ask', 'satan'), ('satan', 'shows'), ('shows', 'comment')]","[('hope', 'go', 'hell'), ('go', 'hell', 'get'), ('hell', 'get', 'tortured'), ('get', 'tortured', 'eternity'), ('tortured', 'eternity', 'ask'), ('eternity', 'ask', 'satan'), ('ask', 'satan', 'shows'), ('satan', 'shows', 'comment')]","['hope', 'go', 'hell', 'get', 'torture', 'eternity', 'ask', 'satan', 'show', 'comment']",-0.0099999999999999,0.1176666666666666,0.1124444444444444
'Do not reach to the small of your back or I will kill you',A little violent,1,4,1,0,64,reach small back kill,set(),0,[],"[('reach', 'VB'), ('small', 'JJ'), ('back', 'RB'), ('kill', 'NN')]","{'small': ['negative'], 'kill': ['fear', 'negative', 'sadness']}","{'negative': 2, 'fear': 1, 'sadness': 1}","[('negative', 0.5)]","{'fear': 0.25, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.5, 'sadness': 0.25, 'disgust': 0.0, 'joy': 0.0}",-0.125,-2.229999999999998,1.7650000000000006,3.261705500000005,118.175,1.6,4.0,3.0,0.0,3.8349,"['reach', 'small', 'back', 'kill']","[('reach', 'small'), ('small', 'back'), ('back', 'kill')]","[('reach', 'small', 'back'), ('small', 'back', 'kill')]","['reach', 'small', 'back', 'kill']",-0.1245,0.062,-0.059
Get a UTI and you’ll pee blood,A little violent,1,4,1,0,64,get uti pee blood,set(),0,['UTI'],"[('get', 'VB'), ('uti', 'JJ'), ('pee', 'NN'), ('blood', 'NN')]",{},{},"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]","{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",0.0,0.7199999999999989,-2.9450000000000003,-2.618145499999999,97.025,1.6,4.0,3.0,0.0,8.0934,"['get', 'uti', 'pee', 'blood']","[('get', 'uti'), ('uti', 'pee'), ('pee', 'blood')]","[('get', 'uti', 'pee'), ('uti', 'pee', 'blood')]","['get', 'uti', 'pee', 'blood']",-0.0613333333333333,0.2046666666666666,0.0953333333333333
"“Oh slave! Slave! Come here and make me some snacks or I will kill you and your family! Also, you should be thankful to have this job!”

“Yes, master...”",A little violent,1,4,2,1,65,oh slave slave come make snacks kill family also thankful job yes master,set(),0,[],"[('oh', 'UH'), ('slave', 'VBP'), ('slave', 'JJ'), ('come', 'VBN'), ('make', 'VBP'), ('snacks', 'NNS'), ('kill', 'VB'), ('family', 'NN'), ('also', 'RB'), ('thankful', 'JJ'), ('job', 'NN'), ('yes', 'NNS'), ('master', 'NN')]","{'slave': ['anger', 'fear', 'negative', 'sadness'], 'kill': ['fear', 'negative', 'sadness'], 'thankful': ['joy', 'positive'], 'job': ['positive'], 'master': ['positive']}","{'anger': 2, 'fear': 3, 'negative': 3, 'sadness': 3, 'joy': 1, 'positive': 3}","[('fear', 0.2), ('positive', 0.2), ('negative', 0.2), ('sadness', 0.2)]","{'fear': 0.2, 'anger': 0.13333333333333333, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.2, 'negative': 0.2, 'sadness': 0.2, 'disgust': 0.0, 'joy': 0.06666666666666667}",0.0,5.818461538461541,6.808461538461536,9.061025230769232,76.50153846153849,8.276923076923078,20.692307692307693,8.477225575051662,1.0,1.8594153846153847,"['oh', 'slave', 'slave', 'come', 'make', 'snacks', 'kill', 'family', 'also', 'thankful', 'job', 'yes', 'master']","[('oh', 'slave'), ('slave', 'slave'), ('slave', 'come'), ('come', 'make'), ('make', 'snacks'), ('snacks', 'kill'), ('kill', 'family'), ('family', 'also'), ('also', 'thankful'), ('thankful', 'job'), ('job', 'yes'), ('yes', 'master')]","[('oh', 'slave', 'slave'), ('slave', 'slave', 'come'), ('slave', 'come', 'make'), ('come', 'make', 'snacks'), ('make', 'snacks', 'kill'), ('snacks', 'kill', 'family'), ('kill', 'family', 'also'), ('family', 'also', 'thankful'), ('also', 'thankful', 'job'), ('thankful', 'job', 'yes'), ('job', 'yes', 'master')]","['oh', 'slave', 'slave', 'come', 'make', 'snack', 'kill', 'family', 'also', 'thankful', 'job', 'yes', 'master']",0.2500909090909091,0.0409999999999999,0.1264545454545454
I want her dad to die! She can think whatever she wants,A little violent,1,4,2,1,65,want dad die think whatever wants,set(),0,[],"[('want', 'JJ'), ('dad', 'NN'), ('die', 'NN'), ('think', 'VBP'), ('whatever', 'WDT'), ('wants', 'VBZ')]","{'die': ['fear', 'negative', 'sadness']}","{'fear': 1, 'negative': 1, 'sadness': 1}","[('fear', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]","{'fear': 0.3333333333333333, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.3333333333333333, 'disgust': 0.0, 'joy': 0.0}",0.2,2.4833333333333343,3.5500000000000007,6.707287333333337,87.94500000000002,9.066666666666666,22.666666666666668,8.477225575051662,1.0,5.560933333333333,"['want', 'dad', 'die', 'think', 'whatever', 'wants']","[('want', 'dad'), ('dad', 'die'), ('die', 'think'), ('think', 'whatever'), ('whatever', 'wants')]","[('want', 'dad', 'die'), ('dad', 'die', 'think'), ('die', 'think', 'whatever'), ('think', 'whatever', 'wants')]","['want', 'dad', 'die', 'think', 'whatever', 'want']",0.08,0.0508,0.0544
Death to capitalism,A little violent,1,4,2,1,66,death capitalism,set(),0,[],"[('death', 'NN'), ('capitalism', 'NN')]","{'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('surprise', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('disgust', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.14285714285714285}",0.0,20.590000000000007,14.895000000000003,13.504438500000004,-48.994999999999976,20.8,52.0,8.477225575051662,1.0,7.9942,"['death', 'capitalism']","[('death', 'capitalism')]",[],"['death', 'capitalism']",-0.521,0.406,0.3199999999999999
They would kill you before you even got the chance😂,A little violent,1,4,2,1,67,would kill even got chancejoy,{'😂'},1,[],"[('would', 'MD'), ('kill', 'VB'), ('even', 'RB'), ('got', 'VBD'), ('chancejoy', 'NNS')]","{'kill': ['fear', 'negative', 'sadness']}","{'fear': 1, 'negative': 1, 'sadness': 1}","[('fear', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]","{'fear': 0.3333333333333333, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.3333333333333333, 'disgust': 0.0, 'joy': 0.0}",0.0,5.240000000000002,4.620000000000001,7.680995000000003,66.40000000000002,10.0,25.0,8.477225575051662,1.0,3.4060000000000006,"['would', 'kill', 'even', 'got', 'chancejoy']","[('would', 'kill'), ('kill', 'even'), ('even', 'got'), ('got', 'chancejoy')]","[('would', 'kill', 'even'), ('kill', 'even', 'got'), ('even', 'got', 'chancejoy')]","['would', 'kill', 'even', 'get', 'chancejoy']",-0.3033333333333333,0.4576666666666666,0.1086666666666666
I will hunt you down and eat you,A little violent,1,4,2,1,67,hunt eat,set(),0,[],"[('hunt', 'NN'), ('eat', 'NN')]",{'eat': ['positive']},{'positive': 1},"[('positive', 1.0)]","{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",0.0,-3.01,-3.945,-10.0149655,120.205,0.8,2.0,3.0,0.0,3.7357,"['hunt', 'eat']","[('hunt', 'eat')]",[],"['hunt', 'eat']",0.058,0.306,0.052
"You're on the subs ban pitbulls and pit bulls hate. There's no talking to you. Think whatever you want dude. My dogs are never on leashes. The worst they'll do is lick you to death. They're terrible guard dogs. I must be getting defective dogs since they're not trying to kill me. If you shoot someones dog because they come up to you, you're going to get shot.",Non violent,0,4,1,0,69,subs ban pitbulls pit bulls hate talking think whatever want dude dogs never leashes worst lick death terrible guard dogs must getting defective dogs since trying kill shoot someone dog come going get shot,set(),0,[],"[('subs', 'JJ'), ('ban', 'NN'), ('pitbulls', 'NNS'), ('pit', 'VBP'), ('bulls', 'NNS'), ('hate', 'VBP'), ('talking', 'VBG'), ('think', 'VBP'), ('whatever', 'WDT'), ('want', 'VBP'), ('dude', 'JJ'), ('dogs', 'NNS'), ('never', 'RB'), ('leashes', 'NNS'), ('worst', 'JJS'), ('lick', 'VBP'), ('death', 'NN'), ('terrible', 'JJ'), ('guard', 'JJ'), ('dogs', 'NNS'), ('must', 'MD'), ('getting', 'VBG'), ('defective', 'JJ'), ('dogs', 'NNS'), ('since', 'IN'), ('trying', 'VBG'), ('kill', 'VB'), ('shoot', 'JJ'), ('someone', 'NN'), ('dog', 'NN'), ('come', 'VBP'), ('going', 'VBG'), ('get', 'NN'), ('shot', 'NN')]","{'ban': ['negative'], 'hate': ['anger', 'disgust', 'fear', 'negative', 'sadness'], 'lick': ['disgust', 'negative'], 'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise'], 'terrible': ['anger', 'disgust', 'fear', 'negative', 'sadness'], 'guard': ['fear', 'positive', 'trust'], 'defective': ['disgust', 'negative'], 'kill': ['fear', 'negative', 'sadness'], 'shoot': ['anger', 'fear', 'negative'], 'shot': ['anger', 'fear', 'negative', 'sadness', 'surprise']}","{'negative': 9, 'anger': 5, 'disgust': 5, 'fear': 7, 'sadness': 5, 'anticipation': 1, 'surprise': 2, 'positive': 1, 'trust': 1}","[('negative', 0.25)]","{'fear': 0.19444444444444445, 'anger': 0.1388888888888889, 'anticip': 0.0, 'trust': 0.027777777777777776, 'surprise': 0.05555555555555555, 'positive': 0.027777777777777776, 'negative': 0.25, 'sadness': 0.1388888888888889, 'disgust': 0.1388888888888889, 'joy': 0.0, 'anticipation': 0.027777777777777776}",-0.9333333333333332,13.634705882352945,19.397058823529413,13.074110470588238,57.86617647058825,17.129411764705885,57.52941176470589,12.486832980505138,8.0,7.723752941176471,"['subs', 'ban', 'pitbulls', 'pit', 'bulls', 'hate', 'talking', 'think', 'whatever', 'want', 'dude', 'dogs', 'never', 'leashes', 'worst', 'lick', 'death', 'terrible', 'guard', 'dogs', 'must', 'getting', 'defective', 'dogs', 'since', 'trying', 'kill', 'shoot', 'someone', 'dog', 'come', 'going', 'get', 'shot']","[('subs', 'ban'), ('ban', 'pitbulls'), ('pitbulls', 'pit'), ('pit', 'bulls'), ('bulls', 'hate'), ('hate', 'talking'), ('talking', 'think'), ('think', 'whatever'), ('whatever', 'want'), ('want', 'dude'), ('dude', 'dogs'), ('dogs', 'never'), ('never', 'leashes'), ('leashes', 'worst'), ('worst', 'lick'), ('lick', 'death'), ('death', 'terrible'), ('terrible', 'guard'), ('guard', 'dogs'), ('dogs', 'must'), ('must', 'getting'), ('getting', 'defective'), ('defective', 'dogs'), ('dogs', 'since'), ('since', 'trying'), ('trying', 'kill'), ('kill', 'shoot'), ('shoot', 'someone'), ('someone', 'dog'), ('dog', 'come'), ('come', 'going'), ('going', 'get'), ('get', 'shot')]","[('subs', 'ban', 'pitbulls'), ('ban', 'pitbulls', 'pit'), ('pitbulls', 'pit', 'bulls'), ('pit', 'bulls', 'hate'), ('bulls', 'hate', 'talking'), ('hate', 'talking', 'think'), ('talking', 'think', 'whatever'), ('think', 'whatever', 'want'), ('whatever', 'want', 'dude'), ('want', 'dude', 'dogs'), ('dude', 'dogs', 'never'), ('dogs', 'never', 'leashes'), ('never', 'leashes', 'worst'), ('leashes', 'worst', 'lick'), ('worst', 'lick', 'death'), ('lick', 'death', 'terrible'), ('death', 'terrible', 'guard'), ('terrible', 'guard', 'dogs'), ('guard', 'dogs', 'must'), ('dogs', 'must', 'getting'), ('must', 'getting', 'defective'), ('getting', 'defective', 'dogs'), ('defective', 'dogs', 'since'), ('dogs', 'since', 'trying'), ('since', 'trying', 'kill'), ('trying', 'kill', 'shoot'), ('kill', 'shoot', 'someone'), ('shoot', 'someone', 'dog'), ('someone', 'dog', 'come'), ('dog', 'come', 'going'), ('come', 'going', 'get'), ('going', 'get', 'shot')]","['sub', 'ban', 'pitbulls', 'pit', 'bull', 'hate', 'talk', 'think', 'whatever', 'want', 'dude', 'dog', 'never', 'leash', 'worst', 'lick', 'death', 'terrible', 'guard', 'dog', 'must', 'get', 'defective', 'dog', 'since', 'try', 'kill', 'shoot', 'someone', 'dog', 'come', 'go', 'get', 'shoot']",-0.2234799999999999,0.1719599999999999,-0.01416
"You're on the subs ban pitbulls and pit bulls hate. There's no talking to you. Think whatever you want dude. My dogs are never on leashes. The worst they'll do is lick you to death. They're terrible guard dogs. I must be getting defective dogs since they're not trying to kill me. If you shoot someones dog because they come up to you, you're going to get shot.",Non violent,0,4,2,0,71,subs ban pitbulls pit bulls hate talking think whatever want dude dogs never leashes worst lick death terrible guard dogs must getting defective dogs since trying kill shoot someone dog come going get shot,set(),0,[],"[('subs', 'JJ'), ('ban', 'NN'), ('pitbulls', 'NNS'), ('pit', 'VBP'), ('bulls', 'NNS'), ('hate', 'VBP'), ('talking', 'VBG'), ('think', 'VBP'), ('whatever', 'WDT'), ('want', 'VBP'), ('dude', 'JJ'), ('dogs', 'NNS'), ('never', 'RB'), ('leashes', 'NNS'), ('worst', 'JJS'), ('lick', 'VBP'), ('death', 'NN'), ('terrible', 'JJ'), ('guard', 'JJ'), ('dogs', 'NNS'), ('must', 'MD'), ('getting', 'VBG'), ('defective', 'JJ'), ('dogs', 'NNS'), ('since', 'IN'), ('trying', 'VBG'), ('kill', 'VB'), ('shoot', 'JJ'), ('someone', 'NN'), ('dog', 'NN'), ('come', 'VBP'), ('going', 'VBG'), ('get', 'NN'), ('shot', 'NN')]","{'ban': ['negative'], 'hate': ['anger', 'disgust', 'fear', 'negative', 'sadness'], 'lick': ['disgust', 'negative'], 'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise'], 'terrible': ['anger', 'disgust', 'fear', 'negative', 'sadness'], 'guard': ['fear', 'positive', 'trust'], 'defective': ['disgust', 'negative'], 'kill': ['fear', 'negative', 'sadness'], 'shoot': ['anger', 'fear', 'negative'], 'shot': ['anger', 'fear', 'negative', 'sadness', 'surprise']}","{'negative': 9, 'anger': 5, 'disgust': 5, 'fear': 7, 'sadness': 5, 'anticipation': 1, 'surprise': 2, 'positive': 1, 'trust': 1}","[('negative', 0.25)]","{'fear': 0.19444444444444445, 'anger': 0.1388888888888889, 'anticip': 0.0, 'trust': 0.027777777777777776, 'surprise': 0.05555555555555555, 'positive': 0.027777777777777776, 'negative': 0.25, 'sadness': 0.1388888888888889, 'disgust': 0.1388888888888889, 'joy': 0.0, 'anticipation': 0.027777777777777776}",-0.9333333333333332,13.634705882352945,19.397058823529413,13.074110470588238,57.86617647058825,17.129411764705885,57.52941176470589,12.486832980505138,8.0,7.723752941176471,"['subs', 'ban', 'pitbulls', 'pit', 'bulls', 'hate', 'talking', 'think', 'whatever', 'want', 'dude', 'dogs', 'never', 'leashes', 'worst', 'lick', 'death', 'terrible', 'guard', 'dogs', 'must', 'getting', 'defective', 'dogs', 'since', 'trying', 'kill', 'shoot', 'someone', 'dog', 'come', 'going', 'get', 'shot']","[('subs', 'ban'), ('ban', 'pitbulls'), ('pitbulls', 'pit'), ('pit', 'bulls'), ('bulls', 'hate'), ('hate', 'talking'), ('talking', 'think'), ('think', 'whatever'), ('whatever', 'want'), ('want', 'dude'), ('dude', 'dogs'), ('dogs', 'never'), ('never', 'leashes'), ('leashes', 'worst'), ('worst', 'lick'), ('lick', 'death'), ('death', 'terrible'), ('terrible', 'guard'), ('guard', 'dogs'), ('dogs', 'must'), ('must', 'getting'), ('getting', 'defective'), ('defective', 'dogs'), ('dogs', 'since'), ('since', 'trying'), ('trying', 'kill'), ('kill', 'shoot'), ('shoot', 'someone'), ('someone', 'dog'), ('dog', 'come'), ('come', 'going'), ('going', 'get'), ('get', 'shot')]","[('subs', 'ban', 'pitbulls'), ('ban', 'pitbulls', 'pit'), ('pitbulls', 'pit', 'bulls'), ('pit', 'bulls', 'hate'), ('bulls', 'hate', 'talking'), ('hate', 'talking', 'think'), ('talking', 'think', 'whatever'), ('think', 'whatever', 'want'), ('whatever', 'want', 'dude'), ('want', 'dude', 'dogs'), ('dude', 'dogs', 'never'), ('dogs', 'never', 'leashes'), ('never', 'leashes', 'worst'), ('leashes', 'worst', 'lick'), ('worst', 'lick', 'death'), ('lick', 'death', 'terrible'), ('death', 'terrible', 'guard'), ('terrible', 'guard', 'dogs'), ('guard', 'dogs', 'must'), ('dogs', 'must', 'getting'), ('must', 'getting', 'defective'), ('getting', 'defective', 'dogs'), ('defective', 'dogs', 'since'), ('dogs', 'since', 'trying'), ('since', 'trying', 'kill'), ('trying', 'kill', 'shoot'), ('kill', 'shoot', 'someone'), ('shoot', 'someone', 'dog'), ('someone', 'dog', 'come'), ('dog', 'come', 'going'), ('come', 'going', 'get'), ('going', 'get', 'shot')]","['sub', 'ban', 'pitbulls', 'pit', 'bull', 'hate', 'talk', 'think', 'whatever', 'want', 'dude', 'dog', 'never', 'leash', 'worst', 'lick', 'death', 'terrible', 'guard', 'dog', 'must', 'get', 'defective', 'dog', 'since', 'try', 'kill', 'shoot', 'someone', 'dog', 'come', 'go', 'get', 'shoot']",-0.2234799999999999,0.1719599999999999,-0.01416
"You’re just mad that oppressed peoples are standing up for themselves, and tbh I hope you die mad about it.",Non violent,0,4,2,1,78,mad oppressed peoples standing honest hope die mad,set(),0,[],"[('mad', 'NNS'), ('oppressed', 'VBD'), ('peoples', 'NNS'), ('standing', 'VBG'), ('honest', 'JJS'), ('hope', 'NN'), ('die', 'NN'), ('mad', 'NN')]","{'mad': ['anger', 'disgust', 'fear', 'negative', 'sadness'], 'standing': ['positive'], 'honest': ['anger', 'disgust', 'fear', 'joy', 'positive', 'sadness', 'trust'], 'hope': ['anticipation', 'joy', 'positive', 'surprise', 'trust'], 'die': ['fear', 'negative', 'sadness']}","{'anger': 3, 'disgust': 3, 'fear': 4, 'negative': 3, 'sadness': 4, 'positive': 3, 'joy': 2, 'trust': 2, 'anticipation': 1, 'surprise': 1}","[('fear', 0.15384615384615385), ('sadness', 0.15384615384615385)]","{'fear': 0.15384615384615385, 'anger': 0.11538461538461539, 'anticip': 0.0, 'trust': 0.07692307692307693, 'surprise': 0.038461538461538464, 'positive': 0.11538461538461539, 'negative': 0.11538461538461539, 'sadness': 0.15384615384615385, 'disgust': 0.11538461538461539, 'joy': 0.07692307692307693, 'anticipation': 0.038461538461538464}",-0.2166666666666666,6.705000000000002,7.88625,12.104985125000002,61.240000000000016,8.200000000000001,45.5,8.477225575051662,3.0,6.31805,"['mad', 'oppressed', 'peoples', 'standing', 'honest', 'hope', 'die', 'mad']","[('mad', 'oppressed'), ('oppressed', 'peoples'), ('peoples', 'standing'), ('standing', 'honest'), ('honest', 'hope'), ('hope', 'die'), ('die', 'mad')]","[('mad', 'oppressed', 'peoples'), ('oppressed', 'peoples', 'standing'), ('peoples', 'standing', 'honest'), ('standing', 'honest', 'hope'), ('honest', 'hope', 'die'), ('hope', 'die', 'mad')]","['mad', 'oppress', 'people', 'stand', 'honest', 'hope', 'die', 'mad']",-0.0576666666666666,0.0553333333333333,-0.0969999999999999
i will beat you with a chainsword you dirty space weeb,A little violent,1,4,2,1,78,beat chainsword dirty space weeb,set(),0,[],"[('beat', 'NN'), ('chainsword', 'NN'), ('dirty', 'NN'), ('space', 'NN'), ('weeb', 'NN')]","{'dirty': ['disgust', 'negative']}","{'disgust': 1, 'negative': 1}","[('negative', 0.5), ('disgust', 0.5)]","{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.5, 'sadness': 0.0, 'disgust': 0.5, 'joy': 0.0}",-0.6,2.879999999999999,7.445999999999998,11.2089056,83.32000000000002,2.0,25.0,3.0,1.0,6.564000000000001,"['beat', 'chainsword', 'dirty', 'space', 'weeb']","[('beat', 'chainsword'), ('chainsword', 'dirty'), ('dirty', 'space'), ('space', 'weeb')]","[('beat', 'chainsword', 'dirty'), ('chainsword', 'dirty', 'space'), ('dirty', 'space', 'weeb')]","['beat', 'chainsword', 'dirty', 'space', 'weeb']",-0.1786666666666666,-0.0506666666666666,-0.1766666666666666
